# Wavelength[Angstrom] Flux_16[erg/s/cm^2/A] Flux_22[erg/s/cm^2/A] Flux_30[erg/s/cm^2/A] Flux_40[erg/s/cm^2/A]
1.793915040183696647e+03 8.586130751250866183e-18 5.294190471747886610e-20 4.262888076896843266e-18 1.206330635383462246e-17
1.793284508173790755e+03 8.851763670536236553e-17 5.715112135689116425e-20 1.086206267700957031e-17 3.055500038251905003e-18
1.792654419251674426e+03 6.974075419146951359e-17 7.050321645678941494e-18 0.000000000000000000e+00 4.765948532104537666e-18
1.792024772950461056e+03 2.823749930276495474e-18 0.000000000000000000e+00 1.137278059358043175e-17 4.618165272697052257e-18
1.791395568803920924e+03 4.889743427724578323e-17 0.000000000000000000e+00 2.364967695168590443e-18 2.977061489032443388e-18
1.790766806346477551e+03 5.301389868229114690e-18 2.995357235394190667e-17 1.298891135735727908e-17 5.379840903937527612e-18
1.790138485113208162e+03 2.653156444862201411e-18 4.579156585653367615e-18 7.805305355600181488e-18 8.119852913227806499e-18
1.789510604639842995e+03 1.775582202173472028e-18 2.283128370150455344e-17 6.659337207182539422e-18 1.131376242896957554e-17
1.788883164462762579e+03 1.054001878813357931e-16 2.794196401594109811e-17 0.000000000000000000e+00 9.296466078473796132e-18
1.788256164118997503e+03 4.467899270285783962e-17 5.259793083159721246e-18 4.896483049613928215e-18 7.124473560035694458e-18
1.787629603146227964e+03 5.909777647095783913e-17 0.000000000000000000e+00 5.193580017808704788e-18 4.429062964140417173e-18
1.787003481082781263e+03 2.136193789285365806e-17 1.245623377721665755e-21 2.896253849228768311e-18 6.985711626896790271e-18
1.786377797467630671e+03 1.255818574984255942e-18 9.263771112362444833e-18 2.978436016522218293e-19 1.140929242999536048e-18
1.785752551840396563e+03 7.184142285839132008e-17 0.000000000000000000e+00 0.000000000000000000e+00 1.592553550797167761e-17
1.785127743741342101e+03 3.360782891522791060e-17 0.000000000000000000e+00 3.045478879571703362e-18 6.656019237466852288e-18
1.784503372711374368e+03 4.438489370870324236e-18 2.118481540490564384e-21 1.922527557617501989e-17 2.338595229940487478e-18
1.783879438292042551e+03 2.814397252243863633e-17 7.017087095369992027e-18 1.109343635669742590e-17 3.327870519359385769e-18
1.783255940025536347e+03 3.952334104783722773e-18 7.259005157157322819e-18 6.135006345815334179e-18 5.611690593393215583e-18
1.782632877454685513e+03 3.747876741140975644e-17 0.000000000000000000e+00 7.281814276925331479e-18 9.181435783508626670e-18
1.782010250122958723e+03 1.805003239385656173e-18 0.000000000000000000e+00 1.039183635639594989e-18 6.836535009954053015e-18
1.781388057574461982e+03 2.233320249235929381e-17 1.313030184100069107e-17 8.705715233871055176e-18 8.887863348526050920e-18
1.780766299353937939e+03 2.697255201530391658e-17 8.230792492594493481e-18 0.000000000000000000e+00 2.115516074408752450e-17
1.780144975006764525e+03 1.327840029202347942e-18 8.506352276184350588e-18 3.719754984453812553e-19 1.480683890355167314e-17
1.779524084078953820e+03 5.123398274662276224e-17 1.476314020759167787e-17 1.715450268785742701e-20 7.011287041196820950e-18
1.778903626117151362e+03 6.280240619769527092e-17 7.812388239737944780e-20 5.051547188889962153e-19 4.456261512687384991e-18
1.778283600668634563e+03 5.698523306493060666e-17 0.000000000000000000e+00 8.428861300881627500e-19 5.896038376732201812e-18
1.777664007281311569e+03 8.534602263283846725e-17 1.634861582584267791e-21 1.770247491476048947e-18 1.176445123690716037e-17
1.777044845503721035e+03 5.005472773062514383e-17 0.000000000000000000e+00 3.113369759169280116e-18 1.294315556088389174e-17
1.776426114885029619e+03 9.832558888874955741e-18 1.078539523405618821e-17 5.291913805978538735e-19 1.270659945960726877e-17
1.775807814975032215e+03 2.443599718451186783e-17 2.720509764276963421e-17 1.124819541215994363e-17 1.451782483520206236e-18
1.775189945324149676e+03 2.736059395550748890e-17 9.170150472271943849e-18 3.663267838020414500e-18 7.165615681786936605e-18
1.774572505483429040e+03 2.274304349549899945e-17 1.709243163510240410e-17 5.658577843923460093e-18 9.604843804051630394e-18
1.773955495004541262e+03 1.210690871295200563e-17 0.000000000000000000e+00 1.420437289734642690e-18 1.092742602531148550e-17
1.773338913439780754e+03 4.467421471461406101e-17 0.000000000000000000e+00 2.760557340703270642e-18 7.358287201037735564e-18
1.772722760342064703e+03 1.484719524264644997e-17 6.019950877243579194e-18 1.500987808251906434e-18 2.137854529170444502e-17
1.772107035264929891e+03 1.521603990494669515e-16 0.000000000000000000e+00 3.725810799895011212e-18 2.670703741478740746e-18
1.771491737762534967e+03 3.140568407636405993e-17 1.332161849497705094e-17 8.891926885907511383e-18 2.563005694094730079e-17
1.770876867389656582e+03 2.894227122872185705e-17 0.000000000000000000e+00 0.000000000000000000e+00 7.438549882540803295e-18
1.770262423701689386e+03 2.654625699113815505e-17 1.007596656129352701e-19 1.161839575122733496e-17 1.094175315840503357e-17
1.769648406254645352e+03 1.290265779832918292e-17 5.018815903039954922e-18 3.679418859222508872e-18 5.240721338237943528e-18
1.769034814605151269e+03 6.768347376084273343e-17 1.097723844422165078e-17 7.351717197611471876e-18 9.649016205400151169e-18
1.768421648310449882e+03 6.386382550093459345e-17 9.721827508600073584e-18 3.663095631934486603e-18 3.659291396428218215e-18
1.767808906928396709e+03 1.655708420919432067e-17 1.840952360976923445e-17 1.426081178100049107e-18 6.161914886299944616e-18
1.767196590017459812e+03 5.792148342145172594e-17 1.081046520264899467e-19 6.702405976667706950e-18 1.224579125888384645e-17
1.766584697136719342e+03 1.558259930264868938e-16 0.000000000000000000e+00 1.168733357351851532e-17 7.374870711229488679e-18
1.765973227845865722e+03 6.179590762962673142e-17 1.151627446994656878e-20 2.473429297862461329e-17 1.037764200650467784e-17
1.765362181705198509e+03 1.767379741968515561e-17 2.128043299919274001e-17 8.598488102680798417e-18 1.153907033813165125e-17
1.764751558275625939e+03 9.942963528622696248e-17 9.531403928709497881e-18 5.700300217348828239e-18 1.252559040411720931e-17
1.764141357118663109e+03 3.071038050412241511e-17 1.146918785927353599e-20 2.382377513487777914e-17 3.086542404656614463e-18
1.763531577796431975e+03 1.624672496699103382e-17 7.032446027582404759e-18 2.583236665118119805e-18 9.853135809145147830e-18
1.762922219871659308e+03 4.035727448361761110e-18 0.000000000000000000e+00 1.030833412988508334e-17 1.932429372117710798e-17
1.762313282907676012e+03 8.493561817627994581e-17 4.545208576591218636e-18 1.431210953325670587e-17 1.076351141566775355e-17
1.761704766468415983e+03 4.636791703872973992e-17 7.888798763615003032e-20 2.886913205166127090e-18 6.150744456470066475e-18
1.761096670118416114e+03 4.420571905880692465e-17 6.051820679654319866e-21 1.252853069061592619e-17 8.525839812004202113e-18
1.760488993422813110e+03 6.799550996407392288e-18 2.548788066865082683e-19 1.181020778271320761e-17 8.322813538853444610e-18
1.759881735947344396e+03 9.929659732921842049e-18 1.096426898613104606e-18 8.250383162229632892e-18 2.038600114967851465e-17
1.759274897258345845e+03 4.673209098828495114e-17 4.218126202853069147e-18 1.122721357131819946e-18 6.241621892182411148e-18
1.758668476922752234e+03 3.829795201495128943e-17 6.246122309365538495e-21 8.282544294482307983e-18 1.069121618510820712e-17
1.758062474508094056e+03 4.035275882427690071e-17 5.453593911335951451e-18 8.015902707189771345e-19 5.030119516232715581e-18
1.757456889582498434e+03 5.329107871189893718e-18 7.016931701701702821e-20 1.927410656193790900e-17 1.297778504194378826e-17
1.756851721714687301e+03 3.376841245409596341e-18 2.270659096826098696e-20 9.691480394490201262e-18 1.141264807423663998e-17
1.756246970473975807e+03 2.926045741644170587e-17 7.395360263416482034e-19 5.605655425706474621e-19 1.921150376621050525e-17
1.755642635430272776e+03 1.186193895083812932e-17 7.896858496027044742e-18 5.319259673138197324e-18 9.416291580087610450e-18
1.755038716154078202e+03 7.819117058512403600e-17 1.611979720883619769e-17 2.456430676400929888e-18 9.708383136740738422e-18
1.754435212216483251e+03 4.677954784609096735e-17 8.826874338237167050e-18 8.614465610402105747e-18 2.253280914912594297e-17
1.753832123189168215e+03 5.134247170271226500e-17 3.870969876402307805e-17 1.341983341499897199e-18 1.713311816699576214e-17
1.753229448644402737e+03 1.077852478958239902e-16 5.371765326670100813e-21 3.961244799570171424e-18 1.145905493815560359e-17
1.752627188155044223e+03 6.691732738578095153e-17 0.000000000000000000e+00 8.484807459833999065e-18 8.944271045353348079e-18
1.752025341294536474e+03 4.253643948117539950e-17 2.014174164459292094e-17 8.634419634762108169e-18 7.120398053263939632e-18
1.751423907636908552e+03 8.884499062160966690e-17 3.429203702092360282e-17 2.294892080333438499e-17 7.402192438905698441e-18
1.750822886756775688e+03 1.326329273715500875e-16 4.006485226062133793e-18 6.378122212835008137e-18 1.456687851194158647e-17
1.750222278229334961e+03 3.637217117438825874e-17 6.866337650474965374e-18 5.439107912718760583e-18 9.569371283156580230e-18
1.749622081630367802e+03 2.568359624611261838e-17 4.549320735070625190e-18 1.096776229910961568e-17 8.333205542678466679e-18
1.749022296536236126e+03 6.244338059939920077e-17 1.836076261377526286e-17 1.225351468788703410e-17 9.192595045127451415e-18
1.748422922523883244e+03 7.168353992198088423e-17 6.671175736973686511e-18 4.506836992667081259e-18 4.535307549060745983e-18
1.747823959170832040e+03 7.288749996422544746e-17 1.269364958388206037e-17 1.622985204131800946e-17 1.059290038923014756e-17
1.747225406055184294e+03 1.122519270740339184e-16 7.571647322815635866e-18 1.272979360852084676e-18 8.484775877328905111e-18
1.746627262755618858e+03 7.472174677834019816e-17 4.892742628021750998e-17 1.687756334414978798e-17 5.951727786264255144e-18
1.746029528851391888e+03 3.484083342867195666e-17 3.790364875394548010e-19 1.222246704058076930e-17 1.567806949719533299e-17
1.745432203922335020e+03 7.920944852786259674e-17 2.173795033502144179e-17 8.475452885317135624e-18 7.622720665347064096e-18
1.744835287548855149e+03 4.519282653106975105e-17 3.111726740916638200e-18 8.128824518514378066e-18 1.474155574620503655e-17
1.744238779311932603e+03 9.197779716309860742e-18 9.732457778167600426e-18 1.401898595904298255e-17 1.189327095400988225e-17
1.743642678793120240e+03 9.045315498092435023e-19 1.003600762065220922e-17 5.564848554514329975e-18 1.813018059261058808e-17
1.743046985574542987e+03 1.020512963760796103e-17 9.619737843467199237e-18 1.253291998679902907e-17 1.999599413911022841e-17
1.742451699238897163e+03 3.492005639019065136e-17 9.549287739323443953e-18 6.684032899584160589e-18 1.798941536086412023e-17
1.741856819369447749e+03 4.683972736296797684e-17 3.320172344144233230e-17 6.109277311688090254e-18 7.555084947705501902e-18
1.741262345550029977e+03 7.803887365656181715e-17 1.377996088211156131e-17 2.719155743661566197e-17 1.719016852844521836e-17
1.740668277365045924e+03 5.729965174228810843e-17 1.589954381023266307e-17 1.823981551838793627e-17 1.452191603719402557e-17
1.740074614399465418e+03 3.547448989096492655e-17 6.983305869891319508e-18 1.124102994634467924e-17 1.894754321862575955e-17
1.739481356238823764e+03 2.226851192626050438e-17 1.062057504746729545e-17 6.322072207174580832e-18 1.196313013020873228e-17
1.738888502469221521e+03 3.374970250245973410e-17 2.287025840324029985e-17 1.356606013111848318e-17 6.170237711327298382e-18
1.738296052677323587e+03 2.118444356601407059e-17 1.410009878758776269e-17 1.117075615541093760e-17 9.818329038111384186e-18
1.737704006450357156e+03 7.096914046495937981e-17 9.531899582165653740e-18 1.954862169331041685e-18 1.728042424386621996e-17
1.737112363376112626e+03 6.202292311328521716e-17 3.438964019461534383e-17 4.185763786275906700e-18 1.140919175833431846e-17
1.736521123042940644e+03 1.476131992963139903e-17 1.548056033197592660e-17 6.379645909722997796e-18 1.154885246480020627e-17
1.735930285039752562e+03 9.846085193857836394e-17 1.880614806770954782e-17 1.400323171702612940e-17 2.068188929322543642e-17
1.735339848956019296e+03 3.298702063825182893e-17 5.041791559367357608e-17 2.316562791736102508e-17 1.424484262140250237e-17
1.734749814381769966e+03 9.924900418607332456e-18 4.686286666815901730e-19 1.172803925620208839e-17 1.579468842347256799e-17
1.734160180907590075e+03 4.131610630960738741e-17 4.772074580829851826e-18 2.032240567700510778e-17 9.345340883343160634e-18
1.733570948124622646e+03 2.227093092933943547e-18 2.198969053771178080e-17 1.961893983389422010e-17 1.913605103577037259e-17
1.732982115624566859e+03 3.481796140188102421e-19 6.822748848002258313e-19 3.458338692921417884e-18 1.945454467899105549e-17
1.732393682999674184e+03 5.132082871551521658e-17 8.615746433098009275e-18 7.863243633208922365e-18 9.880322502184354604e-18
1.731805649842752018e+03 7.355648312442411754e-17 1.154452384015930348e-17 1.288406865247942958e-17 1.172592587003527657e-17
1.731218015747158915e+03 1.494706574411994074e-17 1.774667359856142891e-17 1.605350122551331829e-17 2.157780368427015126e-17
1.730630780306806173e+03 3.379169683931386708e-17 8.291147234149765053e-19 6.175684020111731747e-19 1.585641066239814162e-17
1.730043943116155106e+03 5.539246906444234609e-17 4.194281789546611130e-18 1.875756097494418301e-17 1.051114181244297395e-17
1.729457503770217272e+03 1.768800234914891757e-17 5.820464711703270965e-19 6.684041056904642445e-18 1.063816854725261118e-17
1.728871461864553339e+03 5.681183580640721305e-17 8.996102072137345173e-21 7.995828132236801743e-18 1.033506794881187129e-17
1.728285816995271261e+03 9.410362986675523297e-17 7.939940078093692978e-18 1.331161013678382083e-17 1.058599435780037324e-17
1.727700568759026964e+03 5.593282776851299251e-17 6.078415636036641913e-18 2.384424265113312600e-18 1.634063627412571800e-17
1.727115716753022525e+03 3.148476744185763589e-17 7.683119091092266404e-19 1.141649796413278138e-17 1.732107979521875018e-17
1.726531260575003898e+03 8.245029872744933534e-17 2.475223574226976613e-17 5.729961365523391334e-18 9.081050338497263822e-18
1.725947199823262963e+03 1.801416874434060119e-17 9.566421056726785037e-18 3.445879386931479737e-17 2.660357371966566665e-18
1.725363534096634112e+03 3.434419185026096852e-17 3.767728118118359500e-17 8.641319110782670853e-18 1.665930254046513932e-17
1.724780262994494478e+03 2.475609581225866574e-17 1.304263442722247541e-18 2.398101201316661549e-18 1.245293321011058171e-17
1.724197386116762573e+03 1.324777972791572338e-17 7.852828882340122578e-19 2.021543557228598553e-17 1.921798300591949624e-17
1.723614903063897827e+03 5.446949311126198674e-17 1.562827077449333946e-17 1.816716708566295019e-17 1.350554237901742381e-17
1.723032813436899005e+03 1.240280188855410140e-17 1.016496863585833711e-17 9.314475701023582934e-18 2.308834914993236101e-17
1.722451116837304198e+03 1.420769199627559002e-16 1.132740537862506024e-18 7.214713549454389047e-18 1.030181160816052912e-17
1.721869812867188557e+03 5.732725005114869470e-17 3.794688912767831490e-18 3.041691917045388071e-18 1.519480128322587069e-17
1.721288901129165424e+03 2.631087977968326682e-17 2.375001847930039017e-17 1.939679621154600045e-17 2.316387606361574003e-17
1.720708381226383153e+03 7.316403713995915207e-18 1.427668007592331175e-17 5.770351133987709450e-18 8.515100235503291621e-18
1.720128252762525790e+03 1.785404848464090217e-17 1.145029237541929027e-18 1.607650866309656885e-17 7.619410339094067421e-18
1.719548515341811935e+03 3.645940344893572950e-17 9.013769035654200895e-19 4.808001978264843598e-18 1.810689872839913698e-17
1.718969168568992473e+03 3.625865344443081347e-17 5.556962376044052447e-19 3.335715389342577386e-18 2.508796152159632800e-17
1.718390212049351931e+03 1.957849250032861840e-17 3.205753582939348267e-18 1.358708938857621557e-17 2.373823800338173470e-18
1.717811645388706438e+03 1.085092842283252051e-17 1.110873084871185842e-17 1.853794723636529675e-17 5.375593153707501726e-18
1.717233468193401677e+03 5.798842815660765336e-17 9.000229207172489589e-18 1.176123629215765881e-17 9.409083201557156104e-18
1.716655680070314247e+03 8.888677941090227522e-18 6.023605343698300818e-18 3.750904427499161428e-18 2.449093714107119300e-17
